sku_id,category,subcategory,date,on_hand_units,on_order_units,lead_time_days,reorder_point,lead_time_demand,forecast_horizon_demand,forecast_horizon_lower,forecast_horizon_upper,available_units,stockout_required_units,stockout_gap_units,overstock_threshold_units,excess_units,stockout_risk,overstock_risk,decision_quadrant,recommended_action,unit_cost,list_price,sales_at_risk_rupees,locked_capital_rupees,priority_value_rupees,stockout_score_units,overstock_score_units
SKU02364,Apparel & Footwear,Women's Wear,2025-11-26,22,5,7,27,5.954478648261157,83.17638485515057,0.0,196.66435952088497,27,32.95447864826116,5.9544786482611585,124.76457728272587,0.0,True,False,Reorder Now,Raise replenishment order,570.71,958.69,5708.49913530149,0.0,5708.49913530149,5.9544786482611585,0.0
SKU02097,Frozen Foods,Frozen Vegetables,2025-12-29,39,10,7,49,6.385000682036174,99.50357416648502,2.072819764596124,212.99154883221942,49,55.38500068203617,6.385000682036171,149.25536124972754,0.0,True,False,Reorder Now,Raise replenishment order,636.98,894.0,5708.190609740337,0.0,5708.190609740337,6.385000682036171,0.0
SKU00947,Home & Kitchen,Home Decor,2025-12-31,0,0,7,0,9.002189164948739,123.8120383953417,19.073988270297924,237.30001306107613,0,9.002189164948739,9.002189164948739,185.71805759301256,0.0,True,False,Reorder Now,Raise replenishment order,431.76,634.05,5707.838040035747,0.0,5707.838040035747,9.002189164948739,0.0
SKU02569,Frozen Foods,Frozen Meat,2025-12-31,0,0,7,0,6.900825013071078,99.38340660719741,0.5930020981260923,212.8713812729318,0,6.900825013071078,6.900825013071078,149.07510991079613,0.0,True,False,Reorder Now,Raise replenishment order,488.25,826.91,5706.361211558605,0.0,5706.361211558605,6.900825013071078,0.0
SKU02798,Home Care,Laundry,2025-12-29,151,0,7,98,5.931944293312583,89.99245771301337,0.0,203.48043237874776,151,103.93194429331258,0.0,134.98868656952004,16.01131343047996,False,True,Markdown / Clear,Review markdown / clearance,355.49,471.71,0.0,5691.861811401321,5691.861811401321,0.0,16.01131343047996
SKU00852,Electronics & Accessories,Small Appliances,2025-12-16,24,15,7,39,6.51081002164707,90.25992641821868,0.0,203.74790108395308,39,45.51081002164707,6.5108100216470675,135.38988962732802,0.0,True,False,Reorder Now,Raise replenishment order,507.26,872.61,5681.397932989447,0.0,5681.397932989447,6.5108100216470675,0.0
SKU02044,Snacks & Confectionery,Candy,2025-12-04,175,0,7,74,5.947036378379161,84.14961654850275,0.0,197.63759121423715,175,79.94703637837917,0.0,126.22442482275412,48.775575177245884,False,True,Markdown / Clear,Review markdown / clearance,116.04,169.73,0.0,5659.917743567613,5659.917743567613,0.0,48.775575177245884
SKU04333,Home & Kitchen,Cookware,2025-12-25,38,33,7,71,7.266168036216879,107.55644414746051,4.136940934955234,221.0444188131949,71,78.26616803621688,7.266168036216882,161.33466622119076,0.0,True,False,Reorder Now,Raise replenishment order,446.08,777.72,5651.044205126594,0.0,5651.044205126594,7.266168036216882,0.0
SKU02336,Personal Care,Men's Grooming,2025-12-15,9,55,7,64,16.66612614302186,250.52313221238828,145.7850820873445,364.0111068781227,64,80.66612614302186,16.666126143021856,375.7846983185824,0.0,True,False,Reorder Now,Raise replenishment order,269.19,337.07,5617.651139028377,0.0,5617.651139028377,16.666126143021856,0.0
SKU00861,Dairy & Bakery,Butter & Ghee,2025-12-26,24,29,7,53,28.658360545099406,414.2379435289895,309.4998934039457,527.7259181947239,53,81.65836054509941,28.658360545099413,621.3569152934842,0.0,True,False,Reorder Now,Raise replenishment order,134.01,194.86,5584.368135818072,0.0,5584.368135818072,28.658360545099413,0.0
SKU03316,Electronics & Accessories,Small Appliances,2025-11-03,1,33,7,34,5.376064877640192,73.94732905539182,0.0,187.43530372112622,34,39.37606487764019,5.376064877640189,110.92099358308772,0.0,True,False,Reorder Now,Raise replenishment order,662.14,1032.58,5551.217071353706,0.0,5551.217071353706,5.376064877640189,0.0
SKU01782,Home Care,Air Fresheners,2025-11-18,169,0,7,99,7.258896832154152,92.86700253455561,0.0,206.35497720029002,169,106.25889683215415,0.0,139.30050380183343,29.69949619816657,False,True,Markdown / Clear,Review markdown / clearance,186.78,247.79,0.0,5547.2718998935525,5547.2718998935525,0.0,29.69949619816657
SKU01716,Personal Care,Men's Grooming,2025-12-29,3,33,7,36,8.907130185487118,113.48315741390172,8.87015661886876,226.97113207963613,36,44.90713018548712,8.90713018548712,170.22473612085258,0.0,True,False,Reorder Now,Raise replenishment order,349.3,621.03,5531.595059093065,0.0,5531.595059093065,8.90713018548712,0.0
SKU04514,Personal Care,Hair Care,2025-12-31,0,0,7,0,6.844900342043212,93.12076636017905,0.0,206.60874102591347,0,6.844900342043212,6.844900342043212,139.68114954026856,0.0,True,False,Reorder Now,Raise replenishment order,527.86,804.2,5504.6688550711515,0.0,5504.6688550711515,6.844900342043212,0.0
SKU00518,Home & Kitchen,Home Decor,2025-12-31,0,0,7,0,14.68724411293628,207.10919416633988,102.3711440412961,320.5971688320743,0,14.68724411293628,14.68724411293628,310.6637912495098,0.0,True,False,Reorder Now,Raise replenishment order,268.46,374.69,5503.163496676095,0.0,5503.163496676095,14.68724411293628,0.0
SKU03433,Snacks & Confectionery,Biscuits & Cookies,2025-12-30,38,8,7,46,33.9294873944936,475.56907394470215,370.8310238196583,589.0570486104366,46,79.9294873944936,33.929487394493606,713.3536109170532,0.0,True,False,Reorder Now,Raise replenishment order,121.47,162.07,5498.952022025578,0.0,5498.952022025578,33.929487394493606,0.0
SKU03402,Frozen Foods,Frozen Vegetables,2025-12-26,60,24,7,84,8.96301677948819,124.76636475941197,20.028314634368183,238.25433942514636,84,92.96301677948819,8.963016779488186,187.14954713911794,0.0,True,False,Reorder Now,Raise replenishment order,450.38,612.66,5491.281860121231,0.0,5491.281860121231,8.963016779488186,0.0
SKU04803,Apparel & Footwear,Men's Wear,2025-12-11,41,0,7,40,6.194523148958574,85.6424966017092,0.0,199.1304712674436,41,46.194523148958574,5.194523148958574,128.4637449025638,0.0,True,False,Reorder Now,Raise replenishment order,619.36,1055.76,5484.169759744504,0.0,5484.169759744504,5.194523148958574,0.0
SKU01711,Electronics & Accessories,Small Appliances,2025-12-31,0,0,7,0,6.319197799597184,85.46743816330252,0.0,198.9554128290369,0,6.319197799597184,6.319197799597184,128.20115724495378,0.0,True,False,Reorder Now,Raise replenishment order,518.73,867.52,5482.030475106549,0.0,5482.030475106549,6.319197799597184,0.0
SKU00478,Personal Care,Skin Care,2025-12-07,36,60,7,96,12.184159631311587,172.98904677746606,68.25099665242229,286.47702144320044,96,108.18415963131159,12.184159631311587,259.4835701661991,0.0,True,False,Reorder Now,Raise replenishment order,339.9,449.91,5481.775259723397,0.0,5481.775259723397,12.184159631311587,0.0
SKU02981,Personal Care,Skin Care,2025-12-19,1,43,7,44,15.17806485854776,201.75618151897774,97.01813139393396,315.24415618471215,44,59.178064858547756,15.178064858547756,302.6342722784666,0.0,True,False,Reorder Now,Raise replenishment order,232.41,361.07,5480.343878475838,0.0,5480.343878475838,15.178064858547756,0.0
SKU04588,Personal Care,Oral Care,2025-12-31,158,0,7,94,6.252292593505474,86.52930678052525,0.0,200.01728144625963,158,100.25229259350547,0.0,129.79396017078787,28.20603982921213,False,True,Markdown / Clear,Review markdown / clearance,194.19,279.4,0.0,5477.330874434703,5477.330874434703,0.0,28.20603982921213
SKU02396,Personal Care,Bath & Body,2025-11-15,7,40,7,47,8.144988899214882,111.55218418053099,6.814134055487196,225.04015884626537,47,55.14498889921488,8.14498889921488,167.3282762707965,0.0,True,False,Reorder Now,Raise replenishment order,522.38,672.42,5476.853435610069,0.0,5476.853435610069,8.14498889921488,0.0
SKU00177,Snacks & Confectionery,Chocolates,2025-11-12,54,0,7,38,63.75906579634078,873.2436743640835,768.5056242390397,986.7316490298178,54,101.75906579634078,47.75906579634078,1309.8655115461252,0.0,True,False,Reorder Now,Raise replenishment order,77.09,114.65,5475.57689355047,0.0,5475.57689355047,47.75906579634078,0.0
SKU02271,Dairy & Bakery,Eggs,2025-12-27,4,21,7,25,16.339920087801747,233.40590886516725,128.66785874012348,346.89388353090163,25,41.339920087801744,16.339920087801744,350.1088632977509,0.0,True,False,Reorder Now,Raise replenishment order,206.51,334.93,5472.729435007438,0.0,5472.729435007438,16.339920087801744,0.0
SKU01780,Stationery & Office,Office Supplies,2025-12-31,0,0,7,0,14.409995038025608,201.60645665631236,96.86840653126859,315.0944313220468,0,14.409995038025608,14.409995038025608,302.4096849844685,0.0,True,False,Reorder Now,Raise replenishment order,249.16,378.86,5459.370720106382,0.0,5459.370720106382,14.409995038025608,0.0
SKU01652,Home Care,Laundry,2025-12-02,13,30,7,43,28.249325736644668,388.793039467647,284.0549893426032,502.2810141333814,43,71.24932573664466,28.249325736644664,583.1895592014705,0.0,True,False,Reorder Now,Raise replenishment order,117.33,193.07,5454.097319973985,0.0,5454.097319973985,28.249325736644664,0.0
SKU04178,Home Care,Laundry,2025-11-22,161,0,7,62,6.218386912567032,89.19404640435721,0.2198402816144344,202.6820210700916,161,68.21838691256703,0.0,133.7910696065358,27.208930393464186,False,True,Markdown / Clear,Review markdown / clearance,199.69,295.35,0.0,5433.351310270863,5433.351310270863,0.0,27.208930393464186
SKU01914,Electronics & Accessories,Mobile Accessories,2025-12-29,132,0,7,95,6.008038116667746,83.84668793824164,0.0,197.33466260397606,132,101.00803811666775,0.0,125.77003190736247,6.2299680926375345,False,True,Markdown / Clear,Review markdown / clearance,871.36,1531.95,0.0,5428.544997200642,5428.544997200642,0.0,6.2299680926375345
SKU01171,Beverages,Coffee,2025-09-01,211,0,7,44,6.221840686193776,76.78493638358707,0.0,190.27291104932146,211,50.22184068619377,0.0,115.17740457538059,95.82259542461941,False,True,Markdown / Clear,Review markdown / clearance,56.64,83.0,0.0,5427.391804850443,5427.391804850443,0.0,95.82259542461941
SKU02729,Home & Kitchen,Home Decor,2025-12-31,0,0,7,0,6.125746190736695,84.69409710300062,0.0,198.18207176873503,0,6.125746190736695,6.125746190736695,127.04114565450092,0.0,True,False,Reorder Now,Raise replenishment order,595.13,883.5,5412.09675951587,0.0,5412.09675951587,6.125746190736695,0.0
SKU01912,Frozen Foods,Frozen Vegetables,2025-11-23,63,5,7,68,6.706852854371676,86.42616258336912,0.0,199.91413724910353,68,74.70685285437168,6.706852854371675,129.6392438750537,0.0,True,False,Reorder Now,Raise replenishment order,553.59,806.73,5410.619403207262,0.0,5410.619403207262,6.706852854371675,0.0
SKU02537,Snacks & Confectionery,Chips & Crisps,2025-12-27,53,0,7,50,36.48255624262597,493.63354545867327,388.89549533362947,607.1215201244077,53,86.48255624262598,33.482556242625975,740.4503181880099,0.0,True,False,Reorder Now,Raise replenishment order,117.53,161.43,5405.089054247112,0.0,5405.089054247112,33.482556242625975,0.0
SKU02036,Dairy & Bakery,Eggs,2025-12-31,0,0,7,0,25.935932384809128,351.07187902743306,246.33382890238926,464.55985369316744,0,25.935932384809128,25.935932384809128,526.6078185411495,0.0,True,False,Reorder Now,Raise replenishment order,115.32,207.39,5378.853017285564,0.0,5378.853017285564,25.935932384809128,0.0
SKU02411,Frozen Foods,Ice Cream,2025-12-31,0,0,7,0,10.267157725970655,138.53436879466545,33.79631866962167,252.02234346039987,0,10.267157725970655,10.267157725970655,207.80155319199818,0.0,True,False,Reorder Now,Raise replenishment order,308.75,522.82,5367.875402291978,0.0,5367.875402291978,10.267157725970655,0.0
SKU03681,Home & Kitchen,Home Decor,2025-11-14,22,20,7,42,9.233484579167438,131.87804930894796,27.139999183904177,245.36602397468235,42,51.23348457916744,9.233484579167438,197.81707396342193,0.0,True,False,Reorder Now,Raise replenishment order,351.34,581.19,5366.408902566324,0.0,5366.408902566324,9.233484579167438,0.0
SKU03785,Snacks & Confectionery,Biscuits & Cookies,2025-11-05,30,21,7,51,22.98367019381684,303.6936431044224,198.9555929793786,417.1816177701568,51,73.98367019381683,22.983670193816835,455.5404646566336,0.0,True,False,Reorder Now,Raise replenishment order,160.77,233.48,5366.227316852354,0.0,5366.227316852354,22.983670193816835,0.0
SKU01733,Snacks & Confectionery,Namkeen,2025-09-01,334,0,7,92,5.72757230367916,80.13070781217665,0.0,193.61868247791105,334,97.72757230367915,0.0,120.19606171826499,213.80393828173501,False,True,Markdown / Clear,Review markdown / clearance,25.04,41.71,0.0,5353.650614574644,5353.650614574644,0.0,213.80393828173501
SKU01083,Stationery & Office,Notebooks,2025-11-13,13,21,7,34,12.71355498817488,172.46535779031427,67.7273076652705,285.95333245604866,34,46.71355498817488,12.713554988174877,258.6980366854714,0.0,True,False,Reorder Now,Raise replenishment order,254.64,421.04,5352.91519222115,0.0,5352.91519222115,12.713554988174877,0.0
SKU01010,Personal Care,Hair Care,2025-12-30,8,24,7,32,12.127261086066817,168.7271276983373,63.98907757329352,282.2151023640717,32,44.12726108606682,12.127261086066817,253.09069154750597,0.0,True,False,Reorder Now,Raise replenishment order,283.72,439.53,5330.295065158947,0.0,5330.295065158947,12.127261086066817,0.0
SKU04565,Grocery,Spices & Seasoning,2025-12-24,34,16,7,50,11.456969782781574,147.67584776063265,42.93779763558885,261.16382242636706,50,61.45696978278157,11.45696978278157,221.51377164094896,0.0,True,False,Reorder Now,Raise replenishment order,346.99,464.62,5323.1373004759735,0.0,5323.1373004759735,11.45696978278157,0.0
SKU03110,Personal Care,Men's Grooming,2025-12-28,0,20,7,20,17.444749022333866,247.717534741182,142.9794846161382,361.2055094069164,20,37.444749022333866,17.444749022333866,371.576302111773,0.0,True,False,Reorder Now,Raise replenishment order,183.97,304.91,5319.07842439982,0.0,5319.07842439982,17.444749022333866,0.0
SKU04976,Electronics & Accessories,Mobile Accessories,2025-12-31,0,0,7,0,12.79328834970985,155.19616155467378,50.45811142963001,268.6841362204082,0,12.79328834970985,12.79328834970985,232.79424233201067,0.0,True,False,Reorder Now,Raise replenishment order,302.03,415.56,5316.378906605426,0.0,5316.378906605426,12.79328834970985,0.0
SKU03913,Health & Wellness,First Aid,2025-12-27,4,22,7,26,11.33105119326663,152.59470784301834,47.85665771797457,266.0826825087528,26,37.33105119326663,11.331051193266632,228.8920617645275,0.0,True,False,Reorder Now,Raise replenishment order,278.8,468.93,5313.469836058522,0.0,5313.469836058522,11.331051193266632,0.0
SKU01866,Dairy & Bakery,Eggs,2025-12-31,0,0,7,0,20.00381179996196,272.5992062754912,167.86115615044747,386.08718094122565,0,20.00381179996196,20.00381179996196,408.8988094132368,0.0,True,False,Reorder Now,Raise replenishment order,205.72,264.81,5297.209402747926,0.0,5297.209402747926,20.00381179996196,0.0
SKU03033,Electronics & Accessories,Small Appliances,2025-12-25,165,0,7,87,7.763340411074468,106.72894335618444,4.275521296543934,220.21691802191884,165,94.76334041107447,0.0,160.09341503427666,4.90658496572334,False,True,Markdown / Clear,Review markdown / clearance,1077.22,1391.33,0.0,5285.471456776497,5285.471456776497,0.0,4.90658496572334
SKU01200,Health & Wellness,OTC Medicine,2025-12-07,69,17,7,86,5.423935231580667,77.87262613087074,0.0,191.36060079660515,86,91.42393523158067,5.423935231580671,116.80893919630611,0.0,True,False,Reorder Now,Raise replenishment order,689.14,973.91,5282.424761388731,0.0,5282.424761388731,5.423935231580671,0.0
SKU03272,Apparel & Footwear,Kids Wear,2025-12-31,0,0,7,0,6.15003042541148,85.24786428803016,0.0,198.73583895376456,0,6.15003042541148,6.15003042541148,127.87179643204524,0.0,True,False,Reorder Now,Raise replenishment order,569.49,857.58,5274.143092224377,0.0,5274.143092224377,6.15003042541148,0.0
SKU01894,Electronics & Accessories,Small Appliances,2025-12-31,0,0,7,0,8.48718329630916,121.29852318222933,16.560473057185558,234.78649784796374,0,8.48718329630916,8.48718329630916,181.94778477334398,0.0,True,False,Reorder Now,Raise replenishment order,349.82,620.89,5269.607236845394,0.0,5269.607236845394,8.48718329630916,0.0
SKU04606,Health & Wellness,OTC Medicine,2025-12-31,0,0,7,0,5.216212648375688,80.71435623221954,0.0,194.20233089795394,0,5.216212648375688,5.216212648375688,121.07153434832932,0.0,True,False,Reorder Now,Raise replenishment order,798.22,1007.37,5254.656135594217,0.0,5254.656135594217,5.216212648375688,0.0
SKU04442,Grocery,Pulses & Lentils,2025-08-31,132,0,7,37,4.879659874392887,69.87038879750219,0.0,183.35836346323657,132,41.879659874392885,0.0,104.80558319625328,27.19441680374672,False,True,Markdown / Clear,Review markdown / clearance,192.27,270.65,0.0,5228.670518856382,5228.670518856382,0.0,27.19441680374672
SKU00496,Dairy & Bakery,Milk,2025-11-22,21,13,7,34,16.677631917163225,215.47160239500644,110.73355226996267,328.95957706074086,34,50.677631917163225,16.677631917163225,323.20740359250965,0.0,True,False,Reorder Now,Raise replenishment order,230.13,313.44,5227.436948115641,0.0,5227.436948115641,16.677631917163225,0.0
SKU01367,Home Care,Dishwashing,2025-11-28,77,3,7,80,7.748426695483846,104.49486591601001,1.986022274866455,217.98284058174443,80,87.74842669548384,7.748426695483843,156.74229887401503,0.0,True,False,Reorder Now,Raise replenishment order,473.29,673.36,5217.480599671001,0.0,5217.480599671001,7.748426695483843,0.0
SKU04897,Apparel & Footwear,Women's Wear,2025-11-29,26,39,7,65,5.744010863251148,80.03592426720039,0.0,193.5238989329348,65,70.74401086325115,5.744010863251148,120.05388640080058,0.0,True,False,Reorder Now,Raise replenishment order,662.55,904.26,5194.079263203484,0.0,5194.079263203484,5.744010863251148,0.0
SKU00939,Health & Wellness,First Aid,2025-12-24,70,12,7,82,6.935364624353581,97.74998397205557,0.1932267999480429,211.23795863778997,82,88.93536462435358,6.935364624353582,146.62497595808335,0.0,True,False,Reorder Now,Raise replenishment order,591.54,747.3,5182.797983779432,0.0,5182.797983779432,6.935364624353582,0.0
SKU02455,Apparel & Footwear,Men's Wear,2025-12-27,5,21,7,26,7.973989835430283,101.37562074552172,0.7818866506252089,214.8635954112561,26,33.97398983543028,7.973989835430281,152.06343111828258,0.0,True,False,Reorder Now,Raise replenishment order,390.65,649.78,5181.339115265888,0.0,5181.339115265888,7.973989835430281,0.0
SKU03410,Home Care,Air Fresheners,2025-11-15,176,0,7,61,8.44440676177548,107.32211496751378,3.08555437448342,220.8100896332482,176,69.44440676177548,0.0,160.98317245127066,15.016827548729339,False,True,Markdown / Clear,Review markdown / clearance,344.19,470.86,0.0,5168.641873997151,5168.641873997151,0.0,15.016827548729339
SKU00244,Health & Wellness,OTC Medicine,2025-12-21,129,0,7,88,5.6380984192985055,80.17473970348485,0.0,193.66271436921926,129,93.6380984192985,0.0,120.26210955522727,8.73789044477273,False,True,Markdown / Clear,Review markdown / clearance,591.29,750.15,0.0,5166.627241089668,5166.627241089668,0.0,8.73789044477273
SKU00139,Frozen Foods,Frozen Meat,2025-12-31,0,0,7,0,6.502416595122015,95.61425272238964,1.73698355990388,209.10222738812405,0,6.502416595122015,6.502416595122015,143.42137908358444,0.0,True,False,Reorder Now,Raise replenishment order,460.7,790.82,5142.241091754392,0.0,5142.241091754392,6.502416595122015,0.0
SKU02769,Home & Kitchen,Cookware,2025-12-15,173,0,7,84,8.237657340983155,108.33179560645516,4.922740437790626,221.81977027218954,173,92.23765734098316,0.0,162.49769340968274,10.50230659031726,False,True,Markdown / Clear,Review markdown / clearance,489.23,725.22,0.0,5138.043453180913,5138.043453180913,0.0,10.50230659031726
SKU01311,Apparel & Footwear,Men's Wear,2025-11-24,5,47,7,52,5.771481428992581,77.57144409688317,0.0,191.05941876261758,52,57.77148142899258,5.77148142899258,116.35716614532475,0.0,True,False,Reorder Now,Raise replenishment order,504.56,889.85,5135.752749589047,0.0,5135.752749589047,5.77148142899258,0.0
SKU02203,Electronics & Accessories,Batteries,2025-12-20,43,34,7,77,5.788861307926503,85.78857392248966,0.0,199.27654858822407,77,82.78886130792651,5.78886130792651,128.6828608837345,0.0,True,False,Reorder Now,Raise replenishment order,625.02,886.54,5132.057103929168,0.0,5132.057103929168,5.78886130792651,0.0
SKU01291,Apparel & Footwear,Footwear,2025-12-31,0,0,7,0,8.14741318656694,107.47593106656491,3.2905581455455426,220.9639057322993,0,8.14741318656694,8.14741318656694,161.21389659984737,0.0,True,False,Reorder Now,Raise replenishment order,394.0,629.45,5128.389230284561,0.0,5128.389230284561,8.14741318656694,0.0
SKU00352,Health & Wellness,Vitamins & Supplements,2025-12-31,0,0,7,0,6.263284632296242,90.52331920642162,0.0,204.01129387215602,0,6.263284632296242,6.263284632296242,135.78497880963243,0.0,True,False,Reorder Now,Raise replenishment order,449.34,816.17,5111.905018341224,0.0,5111.905018341224,6.263284632296242,0.0
SKU01573,Health & Wellness,Vitamins & Supplements,2025-12-07,76,17,7,93,6.027786671336276,84.04542669069694,0.0,197.53340135643134,93,99.02778667133627,6.027786671336273,126.0681400360454,0.0,True,False,Reorder Now,Raise replenishment order,602.25,847.69,5109.694483425045,0.0,5109.694483425045,6.027786671336273,0.0
SKU04287,Health & Wellness,Vitamins & Supplements,2025-12-27,9,36,7,45,5.9567578380065145,83.74713655416879,0.0,197.2351112199032,45,50.95675783800652,5.956757838006517,125.62070483125319,0.0,True,False,Reorder Now,Raise replenishment order,483.15,857.39,5107.264602728407,0.0,5107.264602728407,5.956757838006517,0.0
SKU04956,Health & Wellness,First Aid,2025-12-31,0,0,7,0,8.542383506558416,111.27613546456124,6.621179977232385,224.76411013029565,0,8.542383506558416,8.542383506558416,166.91420319684187,0.0,True,False,Reorder Now,Raise replenishment order,400.32,597.85,5107.063979395949,0.0,5107.063979395949,8.542383506558416,0.0
SKU03989,Home & Kitchen,Home Decor,2025-12-31,51,28,7,79,9.356659756964804,119.69241705817993,14.954366933136146,233.18039172391434,79,88.3566597569648,9.356659756964802,179.5386255872699,0.0,True,False,Reorder Now,Raise replenishment order,427.54,544.65,5096.104736630879,0.0,5096.104736630879,9.356659756964802,0.0
SKU01873,Health & Wellness,First Aid,2025-12-31,0,0,7,0,6.81009222558647,96.0701675065587,0.0,209.55814217229312,0,6.81009222558647,6.81009222558647,144.10525125983804,0.0,True,False,Reorder Now,Raise replenishment order,427.2,747.67,5091.701654304236,0.0,5091.701654304236,6.81009222558647,0.0
SKU04148,Apparel & Footwear,Women's Wear,2025-11-26,37,12,7,49,6.070236905502907,84.20412187625715,0.0,197.69209654199156,49,55.07023690550291,6.0702369055029095,126.30618281438572,0.0,True,False,Reorder Now,Raise replenishment order,664.07,838.78,5091.5933115977305,0.0,5091.5933115977305,6.0702369055029095,0.0
SKU00420,Frozen Foods,Frozen Vegetables,2025-12-28,5,25,7,30,11.586366478360748,161.11103345675798,56.37298333171418,274.59900812249236,30,41.586366478360745,11.586366478360745,241.66655018513697,0.0,True,False,Reorder Now,Raise replenishment order,296.61,438.73,5083.286565051209,0.0,5083.286565051209,11.586366478360745,0.0
SKU02374,Personal Care,Hair Care,2025-12-01,16,41,7,57,15.948966889585915,218.0446155069813,113.30656538193753,331.53259017271574,57,72.94896688958592,15.948966889585918,327.066923260472,0.0,True,False,Reorder Now,Raise replenishment order,189.49,317.99,5071.6119812194265,0.0,5071.6119812194265,15.948966889585918,0.0
SKU03271,Frozen Foods,Ready Meals,2025-12-25,111,0,7,99,20.623036119913312,260.95093971868755,156.21288959364375,374.43891438442193,111,119.62303611991331,8.623036119913309,391.4264095780313,0.0,True,False,Reorder Now,Raise replenishment order,407.06,587.02,5061.89466311151,0.0,5061.89466311151,8.623036119913309,0.0
SKU03431,Home & Kitchen,Cookware,2025-12-31,0,0,7,0,6.852339222549136,93.65896269570597,0.0,207.14693736144037,0,6.852339222549136,6.852339222549136,140.48844404355896,0.0,True,False,Reorder Now,Raise replenishment order,537.0,738.15,5058.054197124645,0.0,5058.054197124645,6.852339222549136,0.0
SKU04649,Personal Care,Bath & Body,2025-12-29,10,28,7,38,9.315067487533248,136.5265504491299,31.78850032408611,250.0145251148643,38,47.31506748753325,9.315067487533248,204.78982567369485,0.0,True,False,Reorder Now,Raise replenishment order,414.41,541.59,5044.947400573133,0.0,5044.947400573133,9.315067487533248,0.0
SKU04884,Beverages,Tea,2025-12-11,208,0,7,93,8.110218263457895,113.42274351650649,8.736183446452637,226.91071818224088,208,101.1102182634579,0.0,170.13411527475972,37.86588472524028,False,True,Markdown / Clear,Review markdown / clearance,133.08,234.65,0.0,5039.191939234976,5039.191939234976,0.0,37.86588472524028
SKU02467,Stationery & Office,Writing Instruments,2025-12-26,189,0,7,73,7.973360659730149,106.79311475546194,3.812014893764866,220.28108942119633,189,80.97336065973015,0.0,160.18967213319291,28.810327866807086,False,True,Markdown / Clear,Review markdown / clearance,174.85,254.16,0.0,5037.485827511219,5037.485827511219,0.0,28.810327866807086
SKU00900,Beverages,Juices,2025-11-17,225,0,7,79,7.1961086689265406,100.4230228587176,0.3139149586958573,213.910997524452,225,86.19610866892654,0.0,150.6345342880764,74.3654657119236,False,True,Markdown / Clear,Review markdown / clearance,67.72,85.01,0.0,5036.029338011466,5036.029338011466,0.0,74.3654657119236
SKU00488,Dairy & Bakery,Butter & Ghee,2025-12-27,198,0,7,95,8.519368522419354,116.4804144343849,11.742364309341127,229.9683891001193,198,103.51936852241936,0.0,174.72062165157735,23.279378348422654,False,True,Markdown / Clear,Review markdown / clearance,216.21,289.84,0.0,5033.234392712462,5033.234392712462,0.0,23.279378348422654
SKU03509,Personal Care,Hair Care,2025-12-31,0,0,7,0,10.19669764988371,145.8948492965008,41.156799171457024,259.3828239622352,0,10.19669764988371,10.19669764988371,218.8422739447512,0.0,True,False,Reorder Now,Raise replenishment order,387.26,493.07,5027.685710228161,0.0,5027.685710228161,10.19669764988371,0.0
SKU00941,Frozen Foods,Frozen Vegetables,2025-12-31,0,0,7,0,7.3711626201665075,97.4726713299066,0.1579095639467151,210.960645995641,0,7.3711626201665075,7.3711626201665075,146.20900699485992,0.0,True,False,Reorder Now,Raise replenishment order,466.84,681.89,5026.3220790653395,0.0,5026.3220790653395,7.3711626201665075,0.0
SKU03712,Health & Wellness,Vitamins & Supplements,2025-11-17,25,2,7,27,6.637295024277758,96.37762799298626,0.0,209.86560265872066,27,33.63729502427776,6.637295024277762,144.5664419894794,0.0,True,False,Reorder Now,Raise replenishment order,548.45,756.91,5023.8349768260805,0.0,5023.8349768260805,6.637295024277762,0.0
SKU01035,Home Care,Laundry,2025-12-31,0,0,7,0,13.873605814925048,198.14653793312107,93.40848780807728,311.6345125988555,0,13.873605814925048,13.873605814925048,297.2198068996816,0.0,True,False,Reorder Now,Raise replenishment order,235.89,360.87,5006.568130432002,0.0,5006.568130432002,13.873605814925048,0.0
SKU02757,Health & Wellness,OTC Medicine,2025-12-12,166,0,7,59,5.726855997919105,83.94739487010096,0.0,197.43536953583538,166,64.7268559979191,0.0,125.92109230515145,40.07890769484855,False,True,Markdown / Clear,Review markdown / clearance,124.73,191.03,0.0,4999.042156778461,4999.042156778461,0.0,40.07890769484855
SKU04379,Home Care,Laundry,2025-12-16,21,0,7,20,14.305568752391546,190.9115587583455,86.17350863330172,304.3995334240799,21,34.305568752391544,13.305568752391544,286.36733813751823,0.0,True,False,Reorder Now,Raise replenishment order,209.36,375.7,4998.902180273503,0.0,4998.902180273503,13.305568752391544,0.0
SKU02386,Stationery & Office,Writing Instruments,2025-12-19,162,0,7,58,6.197064751822274,82.6302446652882,0.0,196.1182193310226,162,64.19706475182227,0.0,123.9453669979323,38.0546330020677,False,True,Markdown / Clear,Review markdown / clearance,130.72,176.47,0.0,4974.50162603029,4974.50162603029,0.0,38.0546330020677
SKU04684,Snacks & Confectionery,Namkeen,2025-12-30,191,0,7,79,6.187512500155964,92.16781671413217,0.0,205.65579137986657,191,85.18751250015596,0.0,138.25172507119825,52.74827492880175,False,True,Markdown / Clear,Review markdown / clearance,94.29,124.43,0.0,4973.634843036717,4973.634843036717,0.0,52.74827492880175
