date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-06-01,SKU01423,162,0,7,27
2025-06-01,SKU01674,148,0,7,48
2025-06-01,SKU01675,167,0,7,33
2025-06-01,SKU01684,301,0,7,78
2025-06-01,SKU01766,258,0,7,69
2025-06-01,SKU01834,362,0,7,94
2025-06-01,SKU01851,193,0,7,46
2025-06-01,SKU01906,126,0,7,24
2025-06-01,SKU01970,194,0,7,54
2025-06-01,SKU02038,126,0,7,26
2025-06-01,SKU02055,512,0,7,99
2025-06-01,SKU02094,291,0,7,62
2025-06-01,SKU02129,246,0,7,68
2025-06-01,SKU02194,137,0,7,42
2025-06-01,SKU02217,142,0,7,44
2025-06-01,SKU02221,234,0,7,47
2025-06-01,SKU02277,308,0,7,82
2025-06-01,SKU02279,342,0,7,65
2025-06-01,SKU02302,296,0,7,75
2025-06-01,SKU02376,157,0,7,32
2025-06-01,SKU02463,187,0,7,38
2025-06-01,SKU02519,185,0,7,51
2025-06-01,SKU02794,209,0,7,59
2025-06-01,SKU02822,355,0,7,91
2025-06-01,SKU02871,318,0,7,65
2025-06-01,SKU02877,230,0,7,53
2025-06-01,SKU02964,337,0,7,90
2025-06-01,SKU03005,283,0,7,48
2025-06-01,SKU03014,354,0,7,62
2025-06-01,SKU03031,337,0,7,58
2025-06-01,SKU03058,281,0,7,78
2025-06-01,SKU03089,281,0,7,70
2025-06-01,SKU03277,390,0,7,82
2025-06-01,SKU03375,95,0,7,30
2025-06-01,SKU03414,110,0,7,27
2025-06-01,SKU03416,266,0,7,59
2025-06-01,SKU03428,493,0,7,84
2025-06-01,SKU03436,175,0,7,44
2025-06-01,SKU03523,94,0,7,31
2025-06-01,SKU03562,608,0,7,152
2025-06-01,SKU03582,148,0,7,28
2025-06-01,SKU03592,248,0,7,62
2025-06-01,SKU03600,377,0,7,75
2025-06-01,SKU03609,292,0,7,80
2025-06-01,SKU03621,163,0,7,50
2025-06-01,SKU03709,434,0,7,110
2025-06-01,SKU03773,143,0,7,29
2025-06-01,SKU03828,267,0,7,58
2025-06-01,SKU03839,227,0,7,47
2025-06-01,SKU03848,267,0,7,51
2025-06-01,SKU04019,327,0,7,62
2025-06-01,SKU04073,253,0,7,43
2025-06-01,SKU04102,183,0,7,32
2025-06-01,SKU04212,346,0,7,74
2025-06-01,SKU04215,322,0,7,86
2025-06-01,SKU04244,295,0,7,51
2025-06-01,SKU04261,137,0,7,36
2025-06-01,SKU04443,648,0,7,145
2025-06-01,SKU04580,161,0,7,35
2025-06-01,SKU04605,131,0,7,32
2025-06-01,SKU04612,288,0,7,52
2025-06-01,SKU04641,203,0,7,58
2025-06-01,SKU04652,187,0,7,50
2025-06-01,SKU04664,380,0,7,89
2025-06-01,SKU04729,516,0,7,91
2025-06-01,SKU04856,210,0,7,40
2025-06-01,SKU04888,161,0,7,45
2025-06-01,SKU04905,231,0,7,76
2025-06-01,SKU04941,368,0,7,74
2025-06-02,SKU00012,133,0,7,28
2025-06-02,SKU00032,118,0,7,25
2025-06-02,SKU00066,161,0,7,30
2025-06-02,SKU00262,425,0,7,82
2025-06-02,SKU00371,271,0,7,56
2025-06-02,SKU00501,167,0,7,46
2025-06-02,SKU00521,465,0,7,79
2025-06-02,SKU00551,324,0,7,68
2025-06-02,SKU00553,462,0,7,91
2025-06-02,SKU00638,369,0,7,63
2025-06-02,SKU00649,163,0,7,46
2025-06-02,SKU00679,355,0,7,71
2025-06-02,SKU00821,170,0,7,50
2025-06-02,SKU00858,423,0,7,90
2025-06-02,SKU00906,207,0,7,38
2025-06-02,SKU00958,391,0,7,73
2025-06-02,SKU00972,358,0,7,92
2025-06-02,SKU01023,338,0,7,74
2025-06-02,SKU01042,200,0,7,55
2025-06-02,SKU01046,226,0,7,44
2025-06-02,SKU01052,105,0,7,20
2025-06-02,SKU01104,128,0,7,42
2025-06-02,SKU01264,104,0,7,24
2025-06-02,SKU01287,276,0,7,48
2025-06-02,SKU01310,380,0,7,88
2025-06-02,SKU01339,285,0,7,85
2025-06-02,SKU01340,243,0,7,64
2025-06-02,SKU01347,502,0,7,161
2025-06-02,SKU01433,281,0,7,90
2025-06-02,SKU01457,80,0,7,20
2025-06-02,SKU01542,146,0,7,48
2025-06-02,SKU01582,157,0,7,48
2025-06-02,SKU01645,226,0,7,63
2025-06-02,SKU01675,322,0,7,78
2025-06-02,SKU01696,367,0,7,102
2025-06-02,SKU01762,195,0,7,63
2025-06-02,SKU01781,164,0,7,30
2025-06-02,SKU01805,326,0,7,86
2025-06-02,SKU01818,215,0,7,39
2025-06-02,SKU01827,136,0,7,37
2025-06-02,SKU01851,202,0,7,35
2025-06-02,SKU01874,142,0,7,31
2025-06-02,SKU01970,121,0,7,34
2025-06-02,SKU02038,105,0,7,21
2025-06-02,SKU02094,303,0,7,71
2025-06-02,SKU02129,178,0,7,31
2025-06-02,SKU02172,111,0,7,24
2025-06-02,SKU02223,403,0,7,81
2025-06-02,SKU02302,517,0,7,87
2025-06-02,SKU02351,267,0,7,54
2025-06-02,SKU02386,319,0,7,74
2025-06-02,SKU02408,264,0,7,56
2025-06-02,SKU02421,168,0,7,32
2025-06-02,SKU02436,272,0,7,90
2025-06-02,SKU02519,134,0,7,23
2025-06-02,SKU02534,391,0,7,113
2025-06-02,SKU02570,234,0,7,69
2025-06-02,SKU02576,321,0,7,77
2025-06-02,SKU02584,613,0,7,145
2025-06-02,SKU02590,425,0,7,87
2025-06-02,SKU02686,464,0,7,90
2025-06-02,SKU02700,135,0,7,26
2025-06-02,SKU02710,137,0,7,24
2025-06-02,SKU02768,119,0,7,39
2025-06-02,SKU02897,103,0,7,23
2025-06-02,SKU02907,181,0,7,38
2025-06-02,SKU03036,178,0,7,51
2025-06-02,SKU03058,281,0,7,71
2025-06-02,SKU03129,483,0,7,92
2025-06-02,SKU03179,307,0,7,84
2025-06-02,SKU03320,436,0,7,87
2025-06-02,SKU03349,262,0,7,85
2025-06-02,SKU03362,466,0,7,98
2025-06-02,SKU03504,96,0,7,22
2025-06-02,SKU03520,127,0,7,23
2025-06-02,SKU03580,679,0,7,157
2025-06-02,SKU03619,318,0,7,58
2025-06-02,SKU03624,525,0,7,95
2025-06-02,SKU03709,375,0,7,84
2025-06-02,SKU03805,266,0,7,81
2025-06-02,SKU03823,407,0,7,88
2025-06-02,SKU03833,333,0,7,67
2025-06-02,SKU03848,331,0,7,89
2025-06-02,SKU03905,449,0,7,87
2025-06-02,SKU03935,416,0,7,97
2025-06-02,SKU03950,421,0,7,95
2025-06-02,SKU03961,389,0,7,99
2025-06-02,SKU04052,402,0,7,87
2025-06-02,SKU04062,206,0,7,39
2025-06-02,SKU04147,113,0,7,31
2025-06-02,SKU04153,138,0,7,44
2025-06-02,SKU04334,191,0,7,38
2025-06-02,SKU04443,219,0,7,51
2025-06-02,SKU04470,176,0,7,53
2025-06-02,SKU04491,132,0,7,32
2025-06-02,SKU04499,610,0,7,172
2025-06-02,SKU04561,177,0,7,54
2025-06-02,SKU04612,102,0,7,25
2025-06-02,SKU04636,391,0,7,84
2025-06-02,SKU04679,340,0,7,60
2025-06-02,SKU04768,63,0,7,20
2025-06-02,SKU04795,378,0,7,79
2025-06-02,SKU04849,221,0,7,64
2025-06-02,SKU04905,111,0,7,23
2025-06-03,SKU00155,78,0,7,20
2025-06-03,SKU00186,122,0,7,24
2025-06-03,SKU00305,276,0,7,53
2025-06-03,SKU00317,307,0,7,56
2025-06-03,SKU00354,299,0,7,59
2025-06-03,SKU00437,376,0,7,93
2025-06-03,SKU00498,372,0,7,73
2025-06-03,SKU00501,283,0,7,82
2025-06-03,SKU00502,384,0,7,74
2025-06-03,SKU00532,219,0,7,58
2025-06-03,SKU00546,202,0,7,44
2025-06-03,SKU00608,206,0,7,56
2025-06-03,SKU00654,403,0,7,91
2025-06-03,SKU00691,179,0,7,51
2025-06-03,SKU00721,183,0,7,34
2025-06-03,SKU00749,248,0,7,42
2025-06-03,SKU00860,341,0,7,64
2025-06-03,SKU00906,192,0,7,46
2025-06-03,SKU00932,187,0,7,38
2025-06-03,SKU00936,304,0,7,93
2025-06-03,SKU00991,93,0,7,27
2025-06-03,SKU01174,283,0,7,49
2025-06-03,SKU01287,94,0,7,24
2025-06-03,SKU01339,269,0,7,54
2025-06-03,SKU01347,470,0,7,85
2025-06-03,SKU01356,209,0,7,41
2025-06-03,SKU01396,527,0,7,90
2025-06-03,SKU01413,95,0,7,26
2025-06-03,SKU01433,321,0,7,94
2025-06-03,SKU01441,147,0,7,44
2025-06-03,SKU01538,364,0,7,61
2025-06-03,SKU01567,456,0,7,83
2025-06-03,SKU01643,470,0,7,112
2025-06-03,SKU01645,188,0,7,61
2025-06-03,SKU01696,471,0,7,90
2025-06-03,SKU02055,278,0,7,91
2025-06-03,SKU02094,124,0,7,28
2025-06-03,SKU02172,540,0,7,100
2025-06-03,SKU02194,298,0,7,99
2025-06-03,SKU02205,501,0,7,135
2025-06-03,SKU02211,214,0,7,52
2025-06-03,SKU02217,267,0,7,78
2025-06-03,SKU02221,282,0,7,53
2025-06-03,SKU02279,351,0,7,68
2025-06-03,SKU02329,270,0,7,51
2025-06-03,SKU02408,483,0,7,98
2025-06-03,SKU02446,275,0,7,69
2025-06-03,SKU02472,568,0,7,131
2025-06-03,SKU02500,438,0,7,98
2025-06-03,SKU02520,228,0,7,62
2025-06-03,SKU02570,673,0,7,153
2025-06-03,SKU02722,310,0,7,61
2025-06-03,SKU02780,294,0,7,63
2025-06-03,SKU02911,293,0,7,54
2025-06-03,SKU03073,240,0,7,52
2025-06-03,SKU03150,209,0,7,60
2025-06-03,SKU03210,196,0,7,54
2025-06-03,SKU03347,210,0,7,38
2025-06-03,SKU03375,349,0,7,65
2025-06-03,SKU03457,390,0,7,94
2025-06-03,SKU03492,371,0,7,79
2025-06-03,SKU03580,156,0,7,33
2025-06-03,SKU03583,267,0,7,79
2025-06-03,SKU03592,286,0,7,48
2025-06-03,SKU03609,508,0,7,97
2025-06-03,SKU03624,171,0,7,41
2025-06-03,SKU03737,370,0,7,69
2025-06-03,SKU03828,198,0,7,61
2025-06-03,SKU03884,273,0,7,67
2025-06-03,SKU03905,349,0,7,68
2025-06-03,SKU03966,447,0,7,100
2025-06-03,SKU04073,401,0,7,95
2025-06-03,SKU04106,125,0,7,28
2025-06-03,SKU04107,311,0,7,82
2025-06-03,SKU04236,315,0,7,53
2025-06-03,SKU04249,533,0,7,98
2025-06-03,SKU04265,417,0,7,85
2025-06-03,SKU04319,732,0,7,129
2025-06-03,SKU04401,418,0,7,74
2025-06-03,SKU04468,180,0,7,33
2025-06-03,SKU04491,466,0,7,93
2025-06-03,SKU04554,299,0,7,78
2025-06-03,SKU04566,310,0,7,72
2025-06-03,SKU04636,85,0,7,27
2025-06-03,SKU04664,341,0,7,79
2025-06-03,SKU04690,134,0,7,33
2025-06-03,SKU04753,453,0,7,85
2025-06-03,SKU04768,772,0,7,153
2025-06-03,SKU04888,195,0,7,42
2025-06-03,SKU04901,208,0,7,48
2025-06-03,SKU04902,865,0,7,170
2025-06-03,SKU04955,939,0,7,176
2025-06-03,SKU04996,228,0,7,40
2025-06-04,SKU00024,169,0,7,35
2025-06-04,SKU00140,283,0,7,81
2025-06-04,SKU00150,384,0,7,93
2025-06-04,SKU00237,88,0,7,24
2025-06-04,SKU00386,92,0,7,20
2025-06-04,SKU00389,170,0,7,31
2025-06-04,SKU00402,309,0,7,66
2025-06-04,SKU00535,374,0,7,90
2025-06-04,SKU00551,315,0,7,89
2025-06-04,SKU00553,246,0,7,66
2025-06-04,SKU00608,285,0,7,63
2025-06-04,SKU00679,277,0,7,63
2025-06-04,SKU00706,256,0,7,58
2025-06-04,SKU00732,248,0,7,44
2025-06-04,SKU00749,174,0,7,42
2025-06-04,SKU00758,172,0,7,38
2025-06-04,SKU00821,180,0,7,38
2025-06-04,SKU00935,171,0,7,56
2025-06-04,SKU00978,74,0,7,21
2025-06-04,SKU00991,244,0,7,69
2025-06-04,SKU01038,369,0,7,86
2025-06-04,SKU01112,322,0,7,76
2025-06-04,SKU01167,75,0,7,20
2025-06-04,SKU01224,420,0,7,93
2025-06-04,SKU01303,120,0,7,38
2025-06-04,SKU01318,110,0,7,20
2025-06-04,SKU01339,490,0,7,94
2025-06-04,SKU01433,281,0,7,59
2025-06-04,SKU01558,568,0,7,97
2025-06-04,SKU01567,121,0,7,39
2025-06-04,SKU01568,77,0,7,21
2025-06-04,SKU01582,109,0,7,31
2025-06-04,SKU01645,530,0,7,99
2025-06-04,SKU01675,301,0,7,72
2025-06-04,SKU01684,214,0,7,57
2025-06-04,SKU01717,95,0,7,28
2025-06-04,SKU01762,291,0,7,85
2025-06-04,SKU01766,461,0,7,111
2025-06-04,SKU01822,290,0,7,82
2025-06-04,SKU01854,270,0,7,68
2025-06-04,SKU01915,643,0,7,137
2025-06-04,SKU01971,198,0,7,46
2025-06-04,SKU02075,114,0,7,21
2025-06-04,SKU02211,408,0,7,90
2025-06-04,SKU02217,200,0,7,42
2025-06-04,SKU02224,307,0,7,71
2025-06-04,SKU02255,145,0,7,33
2025-06-04,SKU02387,301,0,7,89
2025-06-04,SKU02471,399,0,7,70
2025-06-04,SKU02519,398,0,7,70
2025-06-04,SKU02558,210,0,7,58
2025-06-04,SKU02566,263,0,7,87
2025-06-04,SKU02584,300,0,7,53
2025-06-04,SKU02662,123,0,7,35
2025-06-04,SKU02700,209,0,7,53
2025-06-04,SKU02877,398,0,7,92
2025-06-04,SKU02907,380,0,7,80
2025-06-04,SKU02964,349,0,7,68
2025-06-04,SKU03090,151,0,7,41
2025-06-04,SKU03105,262,0,7,77
2025-06-04,SKU03230,117,0,7,20
2025-06-04,SKU03254,144,0,7,39
2025-06-04,SKU03257,205,0,7,38
2025-06-04,SKU03281,829,0,7,183
2025-06-04,SKU03290,330,0,7,91
2025-06-04,SKU03291,203,0,7,43
2025-06-04,SKU03347,203,0,7,62
2025-06-04,SKU03376,179,0,7,53
2025-06-04,SKU03484,137,0,7,28
2025-06-04,SKU03523,251,0,7,69
2025-06-04,SKU03562,205,0,7,35
2025-06-04,SKU03621,305,0,7,59
2025-06-04,SKU03627,111,0,7,32
2025-06-04,SKU03737,166,0,7,43
2025-06-04,SKU03805,822,0,7,188
2025-06-04,SKU03975,162,0,7,31
2025-06-04,SKU04019,117,0,7,21
2025-06-04,SKU04073,239,0,7,69
2025-06-04,SKU04144,245,0,7,42
2025-06-04,SKU04212,714,0,7,149
2025-06-04,SKU04222,210,0,7,39
2025-06-04,SKU04228,188,0,7,32
2025-06-04,SKU04261,132,0,7,33
2025-06-04,SKU04352,124,0,7,22
2025-06-04,SKU04414,170,0,7,43
2025-06-04,SKU04554,458,0,7,134
2025-06-04,SKU04591,317,0,7,53
2025-06-04,SKU04612,957,0,7,219
2025-06-04,SKU04643,86,0,7,20
2025-06-04,SKU04741,448,0,7,94
2025-06-04,SKU04757,249,0,7,63
2025-06-04,SKU04771,279,0,7,93
2025-06-04,SKU04894,107,0,7,26
2025-06-04,SKU04941,407,0,7,68
2025-06-05,SKU00075,232,0,7,63
2025-06-05,SKU00150,90,0,7,27
2025-06-05,SKU00170,160,0,7,51
2025-06-05,SKU00173,244,0,7,54
2025-06-05,SKU00262,503,0,7,96
2025-06-05,SKU00421,250,0,7,61
2025-06-05,SKU00521,349,0,7,73
2025-06-05,SKU00574,406,0,7,110
2025-06-05,SKU00679,175,0,7,34
2025-06-05,SKU00932,268,0,7,58
2025-06-05,SKU00936,301,0,7,93
2025-06-05,SKU00965,126,0,7,34
2025-06-05,SKU00986,349,0,7,69
2025-06-05,SKU01023,259,0,7,76
2025-06-05,SKU01038,248,0,7,65
2025-06-05,SKU01112,142,0,7,33
2025-06-05,SKU01133,183,0,7,49
2025-06-05,SKU01167,179,0,7,33
2025-06-05,SKU01171,515,0,7,88
2025-06-05,SKU01191,110,0,7,26
2025-06-05,SKU01264,94,0,7,24
2025-06-05,SKU01318,102,0,7,20
2025-06-05,SKU01339,420,0,7,81
2025-06-05,SKU01423,108,0,7,33
2025-06-05,SKU01495,214,0,7,59
2025-06-05,SKU01580,237,0,7,57
2025-06-05,SKU01605,362,0,7,92
2025-06-05,SKU01649,117,0,7,23
2025-06-05,SKU01674,153,0,7,49
2025-06-05,SKU01675,189,0,7,33
2025-06-05,SKU01696,130,0,7,38
2025-06-05,SKU01754,304,0,7,62
2025-06-05,SKU01854,288,0,7,78
2025-06-05,SKU01857,112,0,7,31
2025-06-05,SKU01863,297,0,7,64
2025-06-05,SKU01877,79,0,7,23
2025-06-05,SKU01903,510,0,7,97
2025-06-05,SKU01919,337,0,7,63
2025-06-05,SKU02094,348,0,7,88
2025-06-05,SKU02142,182,0,7,34
2025-06-05,SKU02164,205,0,7,61
2025-06-05,SKU02205,144,0,7,39
2025-06-05,SKU02277,473,0,7,97
2025-06-05,SKU02331,271,0,7,53
2025-06-05,SKU02421,156,0,7,39
2025-06-05,SKU02463,251,0,7,45
2025-06-05,SKU02519,374,0,7,72
2025-06-05,SKU02541,255,0,7,63
2025-06-05,SKU02546,247,0,7,74
2025-06-05,SKU02626,293,0,7,58
2025-06-05,SKU02710,202,0,7,47
2025-06-05,SKU02842,327,0,7,76
2025-06-05,SKU02907,568,0,7,123
2025-06-05,SKU03031,376,0,7,74
2025-06-05,SKU03036,581,0,7,130
2025-06-05,SKU03073,174,0,7,38
2025-06-05,SKU03105,219,0,7,60
2025-06-05,SKU03115,424,0,7,96
2025-06-05,SKU03139,283,0,7,51
2025-06-05,SKU03173,136,0,7,43
2025-06-05,SKU03177,135,0,7,26
2025-06-05,SKU03179,308,0,7,81
2025-06-05,SKU03257,383,0,7,77
2025-06-05,SKU03281,140,0,7,46
2025-06-05,SKU03320,443,0,7,84
2025-06-05,SKU03357,296,0,7,69
2025-06-05,SKU03414,351,0,7,84
2025-06-05,SKU03441,268,0,7,46
2025-06-05,SKU03454,335,0,7,59
2025-06-05,SKU03492,122,0,7,34
2025-06-05,SKU03548,237,0,7,66
2025-06-05,SKU03592,123,0,7,26
2025-06-05,SKU03603,349,0,7,60
2025-06-05,SKU03627,337,0,7,64
2025-06-05,SKU03634,237,0,7,43
2025-06-05,SKU03822,65,0,7,21
2025-06-05,SKU03823,364,0,7,78
2025-06-05,SKU03892,415,0,7,77
2025-06-05,SKU03966,373,0,7,65
2025-06-05,SKU03991,182,0,7,43
2025-06-05,SKU04018,211,0,7,45
2025-06-05,SKU04052,318,0,7,79
2025-06-05,SKU04062,120,0,7,31
2025-06-05,SKU04144,659,0,7,143
2025-06-05,SKU04215,267,0,7,89
2025-06-05,SKU04401,86,0,7,24
2025-06-05,SKU04461,136,0,7,41
2025-06-05,SKU04491,427,0,7,84
2025-06-05,SKU04612,179,0,7,39
2025-06-05,SKU04664,134,0,7,36
2025-06-05,SKU04693,212,0,7,50
2025-06-05,SKU04717,297,0,7,59
2025-06-05,SKU04887,173,0,7,30
2025-06-05,SKU04953,248,0,7,44
2025-06-05,SKU04987,232,0,7,60
2025-06-06,SKU00024,210,0,7,38
2025-06-06,SKU00032,359,0,7,81
2025-06-06,SKU00090,197,0,7,49
2025-06-06,SKU00105,329,0,7,76
2025-06-06,SKU00155,285,0,7,51
2025-06-06,SKU00173,197,0,7,39
2025-06-06,SKU00240,280,0,7,78
2025-06-06,SKU00262,235,0,7,77
2025-06-06,SKU00305,329,0,7,56
2025-06-06,SKU00330,271,0,7,68
2025-06-06,SKU00350,152,0,7,40
2025-06-06,SKU00402,569,0,7,123
2025-06-06,SKU00421,351,0,7,69
2025-06-06,SKU00498,274,0,7,56
2025-06-06,SKU00535,365,0,7,73
2025-06-06,SKU00574,137,0,7,45
2025-06-06,SKU00589,85,0,7,22
2025-06-06,SKU00592,959,0,7,181
2025-06-06,SKU00631,273,0,7,70
2025-06-06,SKU00706,96,0,7,29
2025-06-06,SKU00788,135,0,7,41
2025-06-06,SKU00821,84,0,7,22
2025-06-06,SKU00860,226,0,7,62
2025-06-06,SKU00954,368,0,7,99
2025-06-06,SKU00986,93,0,7,25
2025-06-06,SKU01046,193,0,7,38
2025-06-06,SKU01063,384,0,7,96
2025-06-06,SKU01075,70,0,7,20
2025-06-06,SKU01112,357,0,7,75
2025-06-06,SKU01174,193,0,7,38
2025-06-06,SKU01179,138,0,7,38
2025-06-06,SKU01264,146,0,7,29
2025-06-06,SKU01318,335,0,7,61
2025-06-06,SKU01339,440,0,7,88
2025-06-06,SKU01347,238,0,7,47
2025-06-06,SKU01423,503,0,7,99
2025-06-06,SKU01542,423,0,7,75
2025-06-06,SKU01605,242,0,7,43
2025-06-06,SKU01674,401,0,7,70
2025-06-06,SKU01717,97,0,7,30
2025-06-06,SKU01766,413,0,7,76
2025-06-06,SKU01822,90,0,7,30
2025-06-06,SKU01827,235,0,7,49
2025-06-06,SKU01877,74,0,7,20
2025-06-06,SKU01880,78,0,7,24
2025-06-06,SKU01911,316,0,7,58
2025-06-06,SKU01915,247,0,7,65
2025-06-06,SKU01981,234,0,7,43
2025-06-06,SKU02038,298,0,7,91
2025-06-06,SKU02094,232,0,7,62
2025-06-06,SKU02104,308,0,7,98
2025-06-06,SKU02112,223,0,7,48
2025-06-06,SKU02114,81,0,7,25
2025-06-06,SKU02223,318,0,7,55
2025-06-06,SKU02248,673,0,7,136
2025-06-06,SKU02290,295,0,7,73
2025-06-06,SKU02302,325,0,7,62
2025-06-06,SKU02329,357,0,7,65
2025-06-06,SKU02386,198,0,7,56
2025-06-06,SKU02421,140,0,7,38
2025-06-06,SKU02463,69,0,7,22
2025-06-06,SKU02519,755,0,7,160
2025-06-06,SKU02533,522,0,7,131
2025-06-06,SKU02558,135,0,7,28
2025-06-06,SKU02566,784,0,7,150
2025-06-06,SKU02567,107,0,7,28
2025-06-06,SKU02570,259,0,7,82
2025-06-06,SKU02580,298,0,7,76
2025-06-06,SKU02700,439,0,7,99
2025-06-06,SKU02722,291,0,7,73
2025-06-06,SKU02822,149,0,7,48
2025-06-06,SKU02829,192,0,7,52
2025-06-06,SKU02915,327,0,7,80
2025-06-06,SKU02969,329,0,7,55
2025-06-06,SKU03005,242,0,7,62
2025-06-06,SKU03036,469,0,7,89
2025-06-06,SKU03089,190,0,7,52
2025-06-06,SKU03105,572,0,7,97
2025-06-06,SKU03129,219,0,7,47
2025-06-06,SKU03179,469,0,7,126
2025-06-06,SKU03210,254,0,7,57
2025-06-06,SKU03230,435,0,7,78
2025-06-06,SKU03284,306,0,7,72
2025-06-06,SKU03349,185,0,7,35
2025-06-06,SKU03454,453,0,7,109
2025-06-06,SKU03520,492,0,7,100
2025-06-06,SKU03562,161,0,7,40
2025-06-06,SKU03592,153,0,7,48
2025-06-06,SKU03602,269,0,7,58
2025-06-06,SKU03603,171,0,7,30
2025-06-06,SKU03621,394,0,7,95
2025-06-06,SKU03749,365,0,7,77
2025-06-06,SKU03803,325,0,7,65
2025-06-06,SKU03932,403,0,7,94
2025-06-06,SKU03961,429,0,7,91
2025-06-06,SKU04018,499,0,7,88
2025-06-06,SKU04048,338,0,7,84
2025-06-06,SKU04053,378,0,7,100
2025-06-06,SKU04107,260,0,7,44
2025-06-06,SKU04147,279,0,7,52
2025-06-06,SKU04153,282,0,7,83
2025-06-06,SKU04222,306,0,7,63
2025-06-06,SKU04281,305,0,7,72
2025-06-06,SKU04319,95,0,7,29
2025-06-06,SKU04334,176,0,7,38
2025-06-06,SKU04442,568,0,7,120
2025-06-06,SKU04566,140,0,7,39
2025-06-06,SKU04607,188,0,7,38
2025-06-06,SKU04664,266,0,7,46
2025-06-06,SKU04690,106,0,7,21
2025-06-06,SKU04729,169,0,7,37
2025-06-06,SKU04747,397,0,7,91
2025-06-06,SKU04771,590,0,7,178
2025-06-06,SKU04831,307,0,7,89
2025-06-06,SKU04849,429,0,7,77
2025-06-06,SKU04887,221,0,7,58
2025-06-06,SKU04888,107,0,7,24
2025-06-06,SKU04919,273,0,7,73
2025-06-06,SKU04941,509,0,7,85
2025-06-07,SKU00032,353,0,7,94
2025-06-07,SKU00069,393,0,7,81
2025-06-07,SKU00105,269,0,7,45
2025-06-07,SKU00155,424,0,7,97
2025-06-07,SKU00167,151,0,7,29
2025-06-07,SKU00186,207,0,7,39
2025-06-07,SKU00355,132,0,7,31
2025-06-07,SKU00389,104,0,7,31
2025-06-07,SKU00507,476,0,7,86
2025-06-07,SKU00535,89,0,7,27
2025-06-07,SKU00550,224,0,7,68
2025-06-07,SKU00592,338,0,7,86
2025-06-07,SKU00645,303,0,7,80
2025-06-07,SKU00691,145,0,7,30
2025-06-07,SKU00740,362,0,7,64
2025-06-07,SKU00788,76,0,7,24
2025-06-07,SKU00821,165,0,7,30
2025-06-07,SKU00978,399,0,7,78
2025-06-07,SKU01017,405,0,7,92
2025-06-07,SKU01023,316,0,7,93
2025-06-07,SKU01042,357,0,7,100
2025-06-07,SKU01052,440,0,7,75
2025-06-07,SKU01063,242,0,7,75
2025-06-07,SKU01068,215,0,7,38
2025-06-07,SKU01104,222,0,7,56
2025-06-07,SKU01158,248,0,7,61
2025-06-07,SKU01187,252,0,7,45
2025-06-07,SKU01303,442,0,7,75
2025-06-07,SKU01340,325,0,7,79
2025-06-07,SKU01538,597,0,7,147
2025-06-07,SKU01592,415,0,7,84
2025-06-07,SKU01675,315,0,7,74
2025-06-07,SKU01717,402,0,7,88
2025-06-07,SKU01754,107,0,7,24
2025-06-07,SKU01781,489,0,7,100
2025-06-07,SKU01827,1011,0,7,212
2025-06-07,SKU01874,178,0,7,36
2025-06-07,SKU02014,481,0,7,95
2025-06-07,SKU02094,148,0,7,27
2025-06-07,SKU02103,197,0,7,33
2025-06-07,SKU02217,118,0,7,26
2025-06-07,SKU02224,154,0,7,37
2025-06-07,SKU02302,113,0,7,22
2025-06-07,SKU02386,318,0,7,67
2025-06-07,SKU02387,98,0,7,29
2025-06-07,SKU02408,289,0,7,70
2025-06-07,SKU02500,852,0,7,152
2025-06-07,SKU02541,473,0,7,85
2025-06-07,SKU02558,210,0,7,36
2025-06-07,SKU02570,326,0,7,60
2025-06-07,SKU02675,537,0,7,98
2025-06-07,SKU02722,252,0,7,70
2025-06-07,SKU02728,214,0,7,49
2025-06-07,SKU02877,218,0,7,46
2025-06-07,SKU02907,533,0,7,96
2025-06-07,SKU02911,182,0,7,42
2025-06-07,SKU02938,485,0,7,115
2025-06-07,SKU02999,271,0,7,46
2025-06-07,SKU03014,555,0,7,140
2025-06-07,SKU03031,318,0,7,92
2025-06-07,SKU03036,289,0,7,63
2025-06-07,SKU03210,425,0,7,100
2025-06-07,SKU03254,452,0,7,79
2025-06-07,SKU03266,468,0,7,94
2025-06-07,SKU03281,328,0,7,67
2025-06-07,SKU03284,351,0,7,83
2025-06-07,SKU03290,267,0,7,63
2025-06-07,SKU03311,276,0,7,82
2025-06-07,SKU03454,320,0,7,60
2025-06-07,SKU03491,252,0,7,83
2025-06-07,SKU03493,294,0,7,49
2025-06-07,SKU03574,384,0,7,89
2025-06-07,SKU03583,143,0,7,34
2025-06-07,SKU03600,341,0,7,99
2025-06-07,SKU03602,261,0,7,70
2025-06-07,SKU03744,635,0,7,119
2025-06-07,SKU03805,281,0,7,61
2025-06-07,SKU03823,997,0,7,190
2025-06-07,SKU03863,259,0,7,62
2025-06-07,SKU03941,122,0,7,26
2025-06-07,SKU03991,388,0,7,84
2025-06-07,SKU04048,268,0,7,49
2025-06-07,SKU04052,450,0,7,100
2025-06-07,SKU04054,426,0,7,98
2025-06-07,SKU04062,322,0,7,90
2025-06-07,SKU04073,94,0,7,25
2025-06-07,SKU04153,122,0,7,38
2025-06-07,SKU04158,199,0,7,47
2025-06-07,SKU04212,243,0,7,64
2025-06-07,SKU04215,333,0,7,62
2025-06-07,SKU04222,153,0,7,28
