date,week,month,season,is_holiday,promo_event
2023-05-04,18,5,Q2,0,No Promotion
2023-05-05,18,5,Q2,0,No Promotion
2023-05-06,18,5,Q2,0,No Promotion
2023-05-07,18,5,Q2,0,No Promotion
2023-05-08,19,5,Q2,0,No Promotion
2023-05-09,19,5,Q2,0,No Promotion
2023-05-10,19,5,Q2,0,No Promotion
2023-05-11,19,5,Q2,0,No Promotion
2023-05-12,19,5,Q2,0,No Promotion
2023-05-13,19,5,Q2,0,No Promotion
2023-05-14,19,5,Q2,0,No Promotion
2023-05-15,20,5,Q2,0,No Promotion
2023-05-16,20,5,Q2,0,No Promotion
2023-05-17,20,5,Q2,0,No Promotion
2023-05-18,20,5,Q2,0,No Promotion
2023-05-19,20,5,Q2,0,No Promotion
2023-05-20,20,5,Q2,0,No Promotion
2023-05-21,20,5,Q2,0,No Promotion
2023-05-22,21,5,Q2,0,No Promotion
2023-05-23,21,5,Q2,0,No Promotion
2023-05-24,21,5,Q2,0,No Promotion
2023-05-25,21,5,Q2,0,No Promotion
2023-05-26,21,5,Q2,0,No Promotion
2023-05-27,21,5,Q2,0,No Promotion
2023-05-28,21,5,Q2,0,No Promotion
2023-05-29,22,5,Q2,0,No Promotion
2023-05-30,22,5,Q2,0,No Promotion
2023-05-31,22,5,Q2,0,No Promotion
2023-06-01,22,6,Q2,0,Anniversary Discount Days
2023-06-02,22,6,Q2,0,Anniversary Discount Days
2023-06-03,22,6,Q2,0,Anniversary Discount Days
2023-06-04,22,6,Q2,0,Winter Discount Days; Anniversary Discount Days
2023-06-05,23,6,Q2,0,Winter Discount Days; Anniversary Discount Days
2023-06-06,23,6,Q2,0,Winter Discount Days; Anniversary Discount Days
2023-06-07,23,6,Q2,0,Winter Discount Days; Anniversary Discount Days; Mega Offer
2023-06-08,23,6,Q2,0,Winter Discount Days; Anniversary Discount Days; Mega Offer
2023-06-09,23,6,Q2,0,Winter Discount Days; Anniversary Discount Days; Mega Offer
2023-06-10,23,6,Q2,0,Winter Discount Days; Anniversary Discount Days; Mega Offer
2023-06-11,23,6,Q2,0,Winter Discount Days; Mega Offer
2023-06-12,24,6,Q2,0,Mega Offer
2023-06-13,24,6,Q2,0,Mega Offer
2023-06-14,24,6,Q2,0,Mega Offer
2023-06-15,24,6,Q2,0,Mega Offer
2023-06-16,24,6,Q2,0,Mega Offer
2023-06-17,24,6,Q2,0,Mega Offer
2023-06-18,24,6,Q2,0,Mega Offer
2023-06-19,25,6,Q2,0,Mega Offer
2023-06-20,25,6,Q2,0,Mega Offer
2023-06-21,25,6,Q2,0,No Promotion
2023-06-22,25,6,Q2,0,No Promotion
2023-06-23,25,6,Q2,0,No Promotion
2023-06-24,25,6,Q2,0,No Promotion
2023-06-25,25,6,Q2,0,No Promotion
2023-06-26,26,6,Q2,0,No Promotion
2023-06-27,26,6,Q2,0,No Promotion
2023-06-28,26,6,Q2,0,Payday Deal Days
2023-06-29,26,6,Q2,0,Anniversary Offer; Payday Deal Days
2023-06-30,26,6,Q2,0,Anniversary Offer; Payday Deal Days
2023-07-01,26,7,Q3,0,Anniversary Offer; Payday Deal Days
2023-07-02,26,7,Q3,0,Anniversary Offer; Payday Deal Days
2023-07-03,27,7,Q3,0,Anniversary Offer; Payday Deal Days
2023-07-04,27,7,Q3,1,Anniversary Offer; Payday Deal Days
2023-07-05,27,7,Q3,0,Anniversary Offer; Payday Deal Days
2023-07-06,27,7,Q3,0,Anniversary Offer; Payday Deal Days
2023-07-07,27,7,Q3,0,Anniversary Offer; Payday Deal Days
2023-07-08,27,7,Q3,0,Anniversary Offer; Payday Deal Days
2023-07-09,27,7,Q3,0,Anniversary Offer
2023-07-10,28,7,Q3,0,Anniversary Offer
2023-07-11,28,7,Q3,0,Anniversary Offer
2023-07-12,28,7,Q3,0,Anniversary Offer
2023-07-13,28,7,Q3,0,Anniversary Offer
2023-07-14,28,7,Q3,0,Anniversary Offer
2023-07-15,28,7,Q3,0,Anniversary Offer
2023-07-16,28,7,Q3,0,Anniversary Offer; Grand Blowout
2023-07-17,29,7,Q3,0,Anniversary Offer; Grand Blowout
2023-07-18,29,7,Q3,0,Grand Blowout
2023-07-19,29,7,Q3,0,Grand Blowout
2023-07-20,29,7,Q3,0,Grand Blowout
2023-07-21,29,7,Q3,0,Grand Blowout
2023-07-22,29,7,Q3,0,Grand Blowout
2023-07-23,29,7,Q3,0,Back to School Offer; Grand Blowout
2023-07-24,30,7,Q3,0,Back to School Offer; Grand Blowout
2023-07-25,30,7,Q3,0,Back to School Offer; Grand Blowout
2023-07-26,30,7,Q3,0,Back to School Offer; Grand Blowout
2023-07-27,30,7,Q3,0,Back to School Offer; Grand Blowout
2023-07-28,30,7,Q3,0,Back to School Offer; Grand Blowout
2023-07-29,30,7,Q3,0,Back to School Offer; Grand Blowout
2023-07-30,30,7,Q3,0,Back to School Offer; Grand Blowout
2023-07-31,31,7,Q3,0,Back to School Offer; Grand Blowout
2023-08-01,31,8,Q3,0,Back to School Offer; Grand Blowout
2023-08-02,31,8,Q3,0,Back to School Offer; Grand Blowout
2023-08-03,31,8,Q3,0,Back to School Offer; Grand Blowout
2023-08-04,31,8,Q3,0,Back to School Offer; Grand Blowout
2023-08-05,31,8,Q3,0,Back to School Offer; Grand Blowout; Winter Blowout
2023-08-06,31,8,Q3,0,Back to School Offer; Grand Blowout; Winter Blowout
2023-08-07,32,8,Q3,0,Back to School Offer; Grand Blowout; Winter Blowout
2023-08-08,32,8,Q3,0,Back to School Offer; Grand Blowout; Winter Blowout
2023-08-09,32,8,Q3,0,Grand Blowout; Winter Blowout
2023-08-10,32,8,Q3,0,Grand Blowout; Winter Blowout
2023-08-11,32,8,Q3,0,Winter Blowout
2023-08-12,32,8,Q3,0,Winter Blowout
2023-08-13,32,8,Q3,0,Winter Blowout
2023-08-14,33,8,Q3,0,Winter Blowout
2023-08-15,33,8,Q3,0,Winter Blowout
2023-08-16,33,8,Q3,0,Winter Blowout
2023-08-17,33,8,Q3,0,Winter Blowout
2023-08-18,33,8,Q3,0,Flash Savings Event; Winter Blowout
2023-08-19,33,8,Q3,0,Spring Fest; Flash Savings Event; Winter Blowout
2023-08-20,33,8,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days; Winter Blowout
2023-08-21,34,8,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days; Winter Blowout
2023-08-22,34,8,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days; Winter Blowout
2023-08-23,34,8,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days; Winter Blowout
2023-08-24,34,8,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days; Winter Blowout
2023-08-25,34,8,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days; Winter Blowout
2023-08-26,34,8,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days; Winter Blowout
2023-08-27,34,8,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days; Winter Blowout
2023-08-28,35,8,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days
2023-08-29,35,8,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days
2023-08-30,35,8,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days
2023-08-31,35,8,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days
2023-09-01,35,9,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days
2023-09-02,35,9,Q3,0,Spring Fest; Flash Savings Event; Weekend Deal Days
2023-09-03,35,9,Q3,0,Spring Fest; Weekend Deal Days
2023-09-04,36,9,Q3,0,Spring Fest
2023-09-05,36,9,Q3,0,Spring Fest
2023-09-06,36,9,Q3,0,Spring Fest
2023-09-07,36,9,Q3,0,Spring Fest
2023-09-08,36,9,Q3,0,Spring Fest
2023-09-09,36,9,Q3,0,Spring Fest
2023-09-10,36,9,Q3,0,Spring Fest
2023-09-11,37,9,Q3,0,Spring Fest
2023-09-12,37,9,Q3,0,Spring Fest; Festive Deal Days
2023-09-13,37,9,Q3,0,Spring Fest; Festive Deal Days
2023-09-14,37,9,Q3,0,Spring Fest; Festive Deal Days
2023-09-15,37,9,Q3,0,Spring Fest; Festive Deal Days
2023-09-16,37,9,Q3,0,Festive Deal Days
2023-09-17,37,9,Q3,0,Festive Deal Days
2023-09-18,38,9,Q3,0,Festive Deal Days
2023-09-19,38,9,Q3,0,Festive Deal Days
2023-09-20,38,9,Q3,0,Festive Deal Days
2023-09-21,38,9,Q3,0,Festive Deal Days
2023-09-22,38,9,Q3,0,Festive Deal Days
2023-09-23,38,9,Q3,0,Festive Deal Days; Summer Sale
2023-09-24,38,9,Q3,0,Festive Deal Days; Summer Sale
2023-09-25,39,9,Q3,0,Festive Deal Days; Summer Sale
2023-09-26,39,9,Q3,0,Festive Deal Days; Summer Sale
2023-09-27,39,9,Q3,0,Festive Deal Days; Summer Sale
2023-09-28,39,9,Q3,0,Festive Deal Days; Summer Sale
2023-09-29,39,9,Q3,0,Festive Deal Days; Summer Sale
2023-09-30,39,9,Q3,0,Festive Deal Days; Summer Sale
2023-10-01,39,10,Q4,0,Festive Deal Days; Summer Sale
2023-10-02,40,10,Q4,0,Festive Deal Days; Summer Sale
2023-10-03,40,10,Q4,0,Festive Deal Days; Summer Sale
2023-10-04,40,10,Q4,0,Summer Sale
2023-10-05,40,10,Q4,0,Summer Sale
2023-10-06,40,10,Q4,0,Summer Sale
2023-10-07,40,10,Q4,0,Summer Sale
2023-10-08,40,10,Q4,0,Summer Sale
2023-10-09,41,10,Q4,0,Summer Sale
2023-10-10,41,10,Q4,0,Summer Sale
2023-10-11,41,10,Q4,0,Summer Sale
2023-10-12,41,10,Q4,0,Summer Sale
2023-10-13,41,10,Q4,0,Summer Sale
2023-10-14,41,10,Q4,0,Summer Sale
2023-10-15,41,10,Q4,0,Anniversary Fest; Summer Sale
2023-10-16,42,10,Q4,0,Anniversary Fest
2023-10-17,42,10,Q4,0,Anniversary Fest
2023-10-18,42,10,Q4,0,Anniversary Fest
2023-10-19,42,10,Q4,0,Anniversary Fest; Weekend Offer
2023-10-20,42,10,Q4,0,Anniversary Fest; Weekend Offer
2023-10-21,42,10,Q4,0,Anniversary Fest; Weekend Offer
2023-10-22,42,10,Q4,0,Anniversary Fest; Weekend Offer
2023-10-23,43,10,Q4,0,Anniversary Fest; Weekend Offer
2023-10-24,43,10,Q4,0,Anniversary Fest; Weekend Offer
2023-10-25,43,10,Q4,0,Anniversary Fest
2023-10-26,43,10,Q4,0,Anniversary Fest
2023-10-27,43,10,Q4,0,Festive Fest; Anniversary Fest
2023-10-28,43,10,Q4,0,Festive Fest; Anniversary Fest
2023-10-29,43,10,Q4,0,Festive Fest; Anniversary Fest
2023-10-30,44,10,Q4,0,Festive Fest; Anniversary Fest
2023-10-31,44,10,Q4,0,Festive Fest; Anniversary Fest
2023-11-01,44,11,Q4,0,Festive Fest; Anniversary Fest
2023-11-02,44,11,Q4,0,Festive Fest; Anniversary Fest
2023-11-03,44,11,Q4,0,Festive Fest; Anniversary Fest; Back to School Discount Days
2023-11-04,44,11,Q4,0,Festive Fest; Anniversary Fest; Back to School Discount Days
2023-11-05,44,11,Q4,0,Festive Fest; Anniversary Fest; Back to School Discount Days
2023-11-06,45,11,Q4,0,Anniversary Fest; Anniversary Offer; Back to School Discount Days
2023-11-07,45,11,Q4,0,Anniversary Fest; Anniversary Offer; Back to School Discount Days
2023-11-08,45,11,Q4,0,Anniversary Fest; Anniversary Offer; Back to School Discount Days
2023-11-09,45,11,Q4,0,Anniversary Fest; Anniversary Offer; Back to School Discount Days
2023-11-10,45,11,Q4,0,Anniversary Offer; Back to School Discount Days
2023-11-11,45,11,Q4,0,Anniversary Offer; Back to School Discount Days
2023-11-12,45,11,Q4,0,Anniversary Offer; Back to School Discount Days
2023-11-13,46,11,Q4,0,Anniversary Offer; Back to School Discount Days
2023-11-14,46,11,Q4,0,Anniversary Offer; Back to School Discount Days
2023-11-15,46,11,Q4,0,Anniversary Offer; Back to School Discount Days
2023-11-16,46,11,Q4,0,Anniversary Offer; Back to School Discount Days
2023-11-17,46,11,Q4,0,Anniversary Offer; Back to School Discount Days
2023-11-18,46,11,Q4,0,Anniversary Offer; Back to School Discount Days
2023-11-19,46,11,Q4,0,Anniversary Offer
2023-11-20,47,11,Q4,0,Anniversary Offer
2023-11-21,47,11,Q4,0,Anniversary Offer
2023-11-22,47,11,Q4,0,Anniversary Offer
2023-11-23,47,11,Q4,0,Anniversary Offer
2023-11-24,47,11,Q4,0,Anniversary Offer
2023-11-25,47,11,Q4,0,Anniversary Offer
2023-11-26,47,11,Q4,0,Anniversary Offer
2023-11-27,48,11,Q4,0,Anniversary Offer
2023-11-28,48,11,Q4,0,Anniversary Offer
2023-11-29,48,11,Q4,0,Anniversary Offer
2023-11-30,48,11,Q4,0,Anniversary Offer
2023-12-01,48,12,Q4,0,No Promotion
2023-12-02,48,12,Q4,0,No Promotion
2023-12-03,48,12,Q4,0,Anniversary Savings Event
2023-12-04,49,12,Q4,0,Anniversary Savings Event
2023-12-05,49,12,Q4,0,Anniversary Savings Event
2023-12-06,49,12,Q4,0,Anniversary Savings Event
2023-12-07,49,12,Q4,0,Anniversary Savings Event
2023-12-08,49,12,Q4,0,Anniversary Savings Event
2023-12-09,49,12,Q4,0,Anniversary Savings Event
2023-12-10,49,12,Q4,0,No Promotion
2023-12-11,50,12,Q4,0,No Promotion
2023-12-12,50,12,Q4,0,No Promotion
2023-12-13,50,12,Q4,0,No Promotion
2023-12-14,50,12,Q4,0,No Promotion
2023-12-15,50,12,Q4,0,No Promotion
2023-12-16,50,12,Q4,0,No Promotion
2023-12-17,50,12,Q4,0,No Promotion
2023-12-18,51,12,Q4,0,No Promotion
2023-12-19,51,12,Q4,0,No Promotion
2023-12-20,51,12,Q4,0,No Promotion
2023-12-21,51,12,Q4,0,No Promotion
2023-12-22,51,12,Q4,0,No Promotion
2023-12-23,51,12,Q4,0,Year-End Offer
2023-12-24,51,12,Q4,0,Year-End Offer
2023-12-25,52,12,Q4,1,Super Sale; Year-End Offer
2023-12-26,52,12,Q4,1,Super Sale; Year-End Offer
2023-12-27,52,12,Q4,0,Super Sale; Year-End Offer
2023-12-28,52,12,Q4,0,Super Sale; Year-End Offer
2023-12-29,52,12,Q4,0,Super Sale; Year-End Offer
2023-12-30,52,12,Q4,0,Super Sale; Year-End Offer
2023-12-31,52,12,Q4,0,Super Sale; Year-End Offer
2024-01-01,1,1,Q1,1,Super Sale; Year-End Offer
2024-01-02,1,1,Q1,0,Super Sale; Year-End Offer
2024-01-03,1,1,Q1,0,Super Sale; Year-End Offer
2024-01-04,1,1,Q1,0,Super Sale
2024-01-05,1,1,Q1,0,Super Sale
2024-01-06,1,1,Q1,0,Super Sale
2024-01-07,1,1,Q1,0,Super Sale
2024-01-08,2,1,Q1,0,Super Sale
2024-01-09,2,1,Q1,0,Super Sale
2024-01-10,2,1,Q1,0,Super Sale
2024-01-11,2,1,Q1,0,Super Sale
2024-01-12,2,1,Q1,0,Super Sale
2024-01-13,2,1,Q1,0,Super Sale
2024-01-14,2,1,Q1,0,Super Sale
2024-01-15,3,1,Q1,0,Super Sale
2024-01-16,3,1,Q1,0,Super Sale
2024-01-17,3,1,Q1,0,No Promotion
2024-01-18,3,1,Q1,0,No Promotion
2024-01-19,3,1,Q1,0,No Promotion
2024-01-20,3,1,Q1,0,No Promotion
2024-01-21,3,1,Q1,0,No Promotion
2024-01-22,4,1,Q1,0,Spring Bonanza
2024-01-23,4,1,Q1,0,Spring Bonanza
2024-01-24,4,1,Q1,0,Spring Bonanza
2024-01-25,4,1,Q1,0,Clearance Offer; Spring Bonanza
2024-01-26,4,1,Q1,0,Clearance Offer; Spring Bonanza
2024-01-27,4,1,Q1,0,Clearance Offer; Spring Bonanza
2024-01-28,4,1,Q1,0,Clearance Offer; Spring Bonanza
2024-01-29,5,1,Q1,0,Clearance Offer; Spring Bonanza
2024-01-30,5,1,Q1,0,Clearance Offer; Spring Bonanza
2024-01-31,5,1,Q1,0,Clearance Offer
2024-02-01,5,2,Q1,0,Clearance Offer
2024-02-02,5,2,Q1,0,Clearance Offer
2024-02-03,5,2,Q1,0,Clearance Offer
2024-02-04,5,2,Q1,0,Clearance Offer
2024-02-05,6,2,Q1,0,No Promotion
2024-02-06,6,2,Q1,0,No Promotion
2024-02-07,6,2,Q1,0,No Promotion
2024-02-08,6,2,Q1,0,No Promotion
2024-02-09,6,2,Q1,0,No Promotion
2024-02-10,6,2,Q1,0,No Promotion
2024-02-11,6,2,Q1,0,No Promotion
2024-02-12,7,2,Q1,0,No Promotion
2024-02-13,7,2,Q1,0,No Promotion
2024-02-14,7,2,Q1,0,No Promotion
2024-02-15,7,2,Q1,0,No Promotion
2024-02-16,7,2,Q1,0,No Promotion
2024-02-17,7,2,Q1,0,No Promotion
2024-02-18,7,2,Q1,0,No Promotion
2024-02-19,8,2,Q1,0,No Promotion
2024-02-20,8,2,Q1,0,No Promotion
2024-02-21,8,2,Q1,0,No Promotion
2024-02-22,8,2,Q1,0,No Promotion
2024-02-23,8,2,Q1,0,No Promotion
2024-02-24,8,2,Q1,0,No Promotion
2024-02-25,8,2,Q1,0,No Promotion
2024-02-26,9,2,Q1,0,No Promotion
2024-02-27,9,2,Q1,0,No Promotion
2024-02-28,9,2,Q1,0,No Promotion
2024-02-29,9,2,Q1,0,No Promotion
2024-03-01,9,3,Q1,0,No Promotion
2024-03-02,9,3,Q1,0,No Promotion
2024-03-03,9,3,Q1,0,No Promotion
2024-03-04,10,3,Q1,0,No Promotion
2024-03-05,10,3,Q1,0,No Promotion
2024-03-06,10,3,Q1,0,Year-End Deal Days
2024-03-07,10,3,Q1,0,Year-End Deal Days
2024-03-08,10,3,Q1,0,Year-End Deal Days
2024-03-09,10,3,Q1,0,Year-End Deal Days
2024-03-10,10,3,Q1,0,Year-End Deal Days
2024-03-11,11,3,Q1,0,Year-End Deal Days
2024-03-12,11,3,Q1,0,Year-End Deal Days
2024-03-13,11,3,Q1,0,Year-End Deal Days
2024-03-14,11,3,Q1,0,Year-End Deal Days
2024-03-15,11,3,Q1,0,Year-End Deal Days
2024-03-16,11,3,Q1,0,Year-End Deal Days
2024-03-17,11,3,Q1,0,Year-End Deal Days
2024-03-18,12,3,Q1,0,Year-End Deal Days
2024-03-19,12,3,Q1,0,Year-End Deal Days
2024-03-20,12,3,Q1,0,Year-End Deal Days
2024-03-21,12,3,Q1,0,Year-End Deal Days
2024-03-22,12,3,Q1,0,Year-End Deal Days
2024-03-23,12,3,Q1,0,Festive Discount Days; Year-End Deal Days
2024-03-24,12,3,Q1,0,Festive Discount Days; Year-End Deal Days
2024-03-25,13,3,Q1,0,Festive Discount Days; Summer Offer; Year-End Deal Days
2024-03-26,13,3,Q1,0,Festive Discount Days; Summer Offer; Year-End Deal Days
2024-03-27,13,3,Q1,0,Festive Discount Days; Summer Offer; Year-End Deal Days
2024-03-28,13,3,Q1,0,Festive Discount Days; Summer Offer; Year-End Deal Days
2024-03-29,13,3,Q1,0,Festive Discount Days; Summer Offer; Year-End Deal Days
2024-03-30,13,3,Q1,0,Festive Discount Days; Summer Offer; Year-End Deal Days
2024-03-31,13,3,Q1,0,Festive Discount Days; Summer Offer; Year-End Deal Days
2024-04-01,14,4,Q2,0,Festive Discount Days; Summer Offer; Year-End Deal Days
2024-04-02,14,4,Q2,0,Festive Discount Days; Summer Offer; Year-End Deal Days
2024-04-03,14,4,Q2,0,Festive Discount Days; Summer Offer
2024-04-04,14,4,Q2,0,Festive Discount Days; Summer Offer
2024-04-05,14,4,Q2,0,Festive Discount Days; Summer Offer
2024-04-06,14,4,Q2,0,Festive Discount Days; Summer Offer
2024-04-07,14,4,Q2,0,Festive Discount Days; Summer Offer
2024-04-08,15,4,Q2,0,Festive Discount Days; Summer Offer
2024-04-09,15,4,Q2,0,Summer Offer
2024-04-10,15,4,Q2,0,Summer Offer
2024-04-11,15,4,Q2,0,Summer Offer
2024-04-12,15,4,Q2,0,Summer Offer
2024-04-13,15,4,Q2,0,Summer Offer
2024-04-14,15,4,Q2,0,Summer Offer
2024-04-15,16,4,Q2,0,Mega Deal Days; Summer Offer
2024-04-16,16,4,Q2,0,Mega Deal Days; Summer Offer
2024-04-17,16,4,Q2,0,Mega Deal Days; Summer Offer
2024-04-18,16,4,Q2,0,Year-End Fest; Mega Deal Days
2024-04-19,16,4,Q2,0,Year-End Fest; Mega Deal Days
2024-04-20,16,4,Q2,0,Year-End Fest; Mega Deal Days
2024-04-21,16,4,Q2,0,Year-End Fest; Mega Deal Days
2024-04-22,17,4,Q2,0,Year-End Fest; Mega Deal Days
2024-04-23,17,4,Q2,0,Year-End Fest; Mega Deal Days
2024-04-24,17,4,Q2,0,Year-End Fest; Mega Deal Days
2024-04-25,17,4,Q2,0,Mega Deal Days
2024-04-26,17,4,Q2,0,Mega Deal Days
2024-04-27,17,4,Q2,0,Mega Deal Days
2024-04-28,17,4,Q2,0,Mega Deal Days
2024-04-29,18,4,Q2,0,Mega Deal Days
2024-04-30,18,4,Q2,0,Mega Deal Days
2024-05-01,18,5,Q2,1,Mega Deal Days
2024-05-02,18,5,Q2,0,Mega Deal Days
2024-05-03,18,5,Q2,0,Mega Deal Days
2024-05-04,18,5,Q2,0,Mega Deal Days
2024-05-05,18,5,Q2,0,Mega Deal Days
2024-05-06,19,5,Q2,0,Mega Deal Days; Clearance Bonanza
2024-05-07,19,5,Q2,0,Mega Deal Days; Clearance Bonanza
2024-05-08,19,5,Q2,0,Mega Deal Days; Clearance Bonanza
2024-05-09,19,5,Q2,0,Mega Deal Days; Clearance Bonanza
2024-05-10,19,5,Q2,0,Anniversary Fest; Clearance Bonanza
2024-05-11,19,5,Q2,0,Anniversary Fest; Clearance Bonanza
2024-05-12,19,5,Q2,0,Anniversary Fest; Clearance Bonanza
2024-05-13,20,5,Q2,0,Anniversary Fest; Clearance Bonanza
2024-05-14,20,5,Q2,0,Anniversary Fest; Clearance Bonanza
2024-05-15,20,5,Q2,0,Anniversary Fest; Clearance Bonanza
2024-05-16,20,5,Q2,0,Anniversary Fest; Clearance Bonanza
2024-05-17,20,5,Q2,0,Anniversary Fest; Clearance Bonanza
2024-05-18,20,5,Q2,0,Anniversary Fest; Anniversary Sale; Clearance Bonanza
2024-05-19,20,5,Q2,0,Anniversary Fest; Anniversary Sale; Clearance Bonanza
2024-05-20,21,5,Q2,0,Anniversary Sale; Clearance Bonanza
2024-05-21,21,5,Q2,0,Anniversary Sale; Clearance Bonanza
2024-05-22,21,5,Q2,0,Anniversary Sale; Clearance Bonanza
2024-05-23,21,5,Q2,0,Anniversary Sale; Clearance Bonanza
2024-05-24,21,5,Q2,0,Anniversary Sale; Clearance Bonanza
2024-05-25,21,5,Q2,0,Anniversary Sale; Clearance Bonanza
2024-05-26,21,5,Q2,0,Anniversary Sale; Clearance Bonanza
2024-05-27,22,5,Q2,0,Anniversary Sale; Clearance Bonanza
2024-05-28,22,5,Q2,0,Anniversary Sale; Clearance Bonanza
2024-05-29,22,5,Q2,0,Anniversary Sale; Clearance Bonanza
2024-05-30,22,5,Q2,0,Anniversary Sale; Clearance Bonanza
2024-05-31,22,5,Q2,0,Anniversary Sale
2024-06-01,22,6,Q2,0,Anniversary Sale
2024-06-02,22,6,Q2,0,Anniversary Sale
2024-06-03,23,6,Q2,0,Anniversary Sale
2024-06-04,23,6,Q2,0,Anniversary Sale
2024-06-05,23,6,Q2,0,Anniversary Sale
2024-06-06,23,6,Q2,0,Anniversary Sale
2024-06-07,23,6,Q2,0,Anniversary Sale
2024-06-08,23,6,Q2,0,Anniversary Sale
2024-06-09,23,6,Q2,0,Anniversary Sale
2024-06-10,24,6,Q2,0,Anniversary Sale
2024-06-11,24,6,Q2,0,Anniversary Sale
2024-06-12,24,6,Q2,0,Anniversary Sale
2024-06-13,24,6,Q2,0,Anniversary Bonanza; Anniversary Sale
2024-06-14,24,6,Q2,0,Anniversary Bonanza; Anniversary Sale
2024-06-15,24,6,Q2,0,Anniversary Bonanza; Anniversary Sale
2024-06-16,24,6,Q2,0,Anniversary Bonanza
2024-06-17,25,6,Q2,0,Anniversary Bonanza
2024-06-18,25,6,Q2,0,Anniversary Bonanza; Mega Bonanza
2024-06-19,25,6,Q2,0,Anniversary Bonanza; Mega Bonanza
2024-06-20,25,6,Q2,0,Anniversary Bonanza; Mega Bonanza
2024-06-21,25,6,Q2,0,Anniversary Bonanza; Payday Discount Days; Mega Bonanza
2024-06-22,25,6,Q2,0,Anniversary Bonanza; Payday Discount Days; Mega Bonanza
2024-06-23,25,6,Q2,0,Anniversary Bonanza; Payday Discount Days; Mega Bonanza
2024-06-24,26,6,Q2,0,Anniversary Bonanza; Payday Discount Days; Mega Bonanza
2024-06-25,26,6,Q2,0,Anniversary Bonanza; Payday Discount Days; Mega Bonanza
2024-06-26,26,6,Q2,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-06-27,26,6,Q2,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-06-28,26,6,Q2,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-06-29,26,6,Q2,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-06-30,26,6,Q2,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-01,27,7,Q3,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-02,27,7,Q3,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-03,27,7,Q3,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-04,27,7,Q3,1,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-05,27,7,Q3,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-06,27,7,Q3,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-07,27,7,Q3,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-08,28,7,Q3,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-09,28,7,Q3,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-10,28,7,Q3,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-11,28,7,Q3,0,Anniversary Bonanza; Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-12,28,7,Q3,0,Grand Bonanza; Payday Discount Days; Mega Bonanza
2024-07-13,28,7,Q3,0,Grand Bonanza; Payday Discount Days
2024-07-14,28,7,Q3,0,Grand Bonanza; Payday Discount Days
2024-07-15,29,7,Q3,0,Grand Bonanza; Payday Discount Days
2024-07-16,29,7,Q3,0,Payday Discount Days
2024-07-17,29,7,Q3,0,Payday Discount Days
2024-07-18,29,7,Q3,0,Payday Discount Days
2024-07-19,29,7,Q3,0,Payday Discount Days
2024-07-20,29,7,Q3,0,Payday Discount Days
2024-07-21,29,7,Q3,0,No Promotion
2024-07-22,30,7,Q3,0,No Promotion
2024-07-23,30,7,Q3,0,No Promotion
2024-07-24,30,7,Q3,0,Flash Sale
2024-07-25,30,7,Q3,0,Flash Sale
2024-07-26,30,7,Q3,0,Flash Sale
2024-07-27,30,7,Q3,0,Flash Sale
2024-07-28,30,7,Q3,0,Spring Discount Days; Flash Sale
2024-07-29,31,7,Q3,0,Spring Discount Days; Flash Sale; Payday Offer
2024-07-30,31,7,Q3,0,Spring Discount Days; Flash Sale; Payday Offer
